Level	Rule Name	Subject	Property	Value
WARN	missing_definition	BFO:0000016	IAO:0000115	
WARN	missing_definition	BFO:0000019	IAO:0000115	
WARN	missing_definition	BFO:0000034	IAO:0000115	
WARN	missing_definition	CARO:0000000	IAO:0000115	
WARN	missing_definition	CARO:0030000	IAO:0000115	
WARN	missing_definition	FBdv:00004886	IAO:0000115	
WARN	missing_definition	FBdv:00005287	IAO:0000115	
WARN	missing_definition	FBdv:00005288	IAO:0000115	
WARN	missing_definition	FBdv:00007000	IAO:0000115	
WARN	missing_definition	FBdv:00007009	IAO:0000115	
WARN	missing_definition	FBdv:00007024	IAO:0000115	
WARN	missing_definition	FBdv:00018001	IAO:0000115	
WARN	missing_definition	GO:0003674	IAO:0000115	
WARN	missing_definition	GO:0003824	IAO:0000115	
WARN	missing_definition	GO:0016301	IAO:0000115	
WARN	missing_definition	GO:0016740	IAO:0000115	
WARN	missing_definition	GO:0016772	IAO:0000115	
WARN	missing_definition	IAO:0000115	IAO:0000115	
WARN	missing_definition	IAO:0100001	IAO:0000115	
WARN	missing_definition	RO:0002017	IAO:0000115	
WARN	missing_definition	RO:0002022	IAO:0000115	
WARN	missing_definition	RO:0002084	IAO:0000115	
WARN	missing_definition	RO:0002085	IAO:0000115	
WARN	missing_definition	RO:0002086	IAO:0000115	
WARN	missing_definition	RO:0002087	IAO:0000115	
WARN	missing_definition	RO:0002088	IAO:0000115	
WARN	missing_definition	RO:0002090	IAO:0000115	
WARN	missing_definition	RO:0002091	IAO:0000115	
WARN	missing_definition	RO:0002092	IAO:0000115	
WARN	missing_definition	RO:0002093	IAO:0000115	
WARN	missing_definition	RO:0002222	IAO:0000115	
WARN	missing_definition	RO:0002304	IAO:0000115	
WARN	missing_definition	RO:0002305	IAO:0000115	
WARN	missing_definition	RO:0002327	IAO:0000115	
WARN	missing_definition	RO:0002405	IAO:0000115	
WARN	missing_definition	RO:0002447	IAO:0000115	
WARN	missing_definition	RO:0002464	IAO:0000115	
WARN	missing_definition	RO:0002481	IAO:0000115	
WARN	missing_definition	RO:0002502	IAO:0000115	
WARN	missing_definition	RO:0002506	IAO:0000115	
WARN	missing_definition	RO:0002559	IAO:0000115	
WARN	missing_definition	RO:0002563	IAO:0000115	
WARN	missing_definition	RO:0002564	IAO:0000115	
WARN	missing_definition	RO:0004032	IAO:0000115	
WARN	missing_definition	RO:0004033	IAO:0000115	
WARN	missing_definition	RO:0004046	IAO:0000115	
WARN	missing_definition	RO:0004047	IAO:0000115	
WARN	missing_definition	obo:fbdv#systematic_synonym	IAO:0000115	
WARN	missing_definition	oboInOwl:NamespaceIdRule	IAO:0000115	
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115	
WARN	missing_definition	oboInOwl:SynonymTypeProperty	IAO:0000115	
WARN	missing_definition	oboInOwl:hasAlternativeId	IAO:0000115	
WARN	missing_definition	oboInOwl:hasBroadSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasDbXref	IAO:0000115	
WARN	missing_definition	oboInOwl:hasExactSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasNarrowSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasOBOFormatVersion	IAO:0000115	
WARN	missing_definition	oboInOwl:hasOBONamespace	IAO:0000115	
WARN	missing_definition	oboInOwl:hasRelatedSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasScope	IAO:0000115	
WARN	missing_definition	oboInOwl:shorthand	IAO:0000115	
WARN	annotation_whitespace	RO:0002093	rdfs:comment	<X ends_during Y iff: ((start(Y) before_or_simultaneous_with end(X)) AND end(X) before_or_simultaneous_with end(Y). @en>
WARN	annotation_whitespace	RO:0002215	IAO:0000115	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 
WARN	duplicate_label	FBdv:00007009	rdfs:label	developmental process
WARN	duplicate_label	GO:0032502	rdfs:label	developmental process
WARN	multiple_labels	BFO:0000050	rdfs:label	part of
WARN	multiple_labels	BFO:0000050	rdfs:label	part of@en
WARN	multiple_labels	BFO:0000051	rdfs:label	has part
WARN	multiple_labels	BFO:0000051	rdfs:label	has part@en
WARN	multiple_labels	IAO:0100001	rdfs:label	term replaced by
WARN	multiple_labels	IAO:0100001	rdfs:label	term replaced by@en
WARN	multiple_labels	RO:0002012	rdfs:label	occurent part of
WARN	multiple_labels	RO:0002012	rdfs:label	occurent_part_of
WARN	multiple_labels	RO:0002087	rdfs:label	immediately preceded by@en
WARN	multiple_labels	RO:0002087	rdfs:label	immediately_preceded_by
WARN	multiple_labels	RO:0002092	rdfs:label	happens during
WARN	multiple_labels	RO:0002092	rdfs:label	happens during@en
WARN	multiple_labels	RO:0002093	rdfs:label	ends during@en
WARN	multiple_labels	RO:0002093	rdfs:label	ends_during
INFO	lowercase_definition	BFO:0000050	IAO:0000115	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	BFO:0000062	IAO:0000115	<x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	BFO:0000063	IAO:0000115	<x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	FBdv:00007076	IAO:0000115	1st day after eclosion.
INFO	lowercase_definition	FBdv:00007077	IAO:0000115	2nd day after eclosion.
INFO	lowercase_definition	FBdv:00007078	IAO:0000115	3rd day after eclosion.
INFO	lowercase_definition	FBdv:00007079	IAO:0000115	4th day after eclosion.
INFO	lowercase_definition	FBdv:00007080	IAO:0000115	5th day after eclosion.
INFO	lowercase_definition	FBdv:00007081	IAO:0000115	6th day after eclosion.
INFO	lowercase_definition	FBdv:00007082	IAO:0000115	7th day after eclosion.
INFO	lowercase_definition	FBdv:00007083	IAO:0000115	8th day after eclosion.
INFO	lowercase_definition	FBdv:00007084	IAO:0000115	9th day after eclosion.
INFO	lowercase_definition	FBdv:00007085	IAO:0000115	10th day after eclosion.
INFO	lowercase_definition	FBdv:00007086	IAO:0000115	11th day after eclosion.
INFO	lowercase_definition	FBdv:00007087	IAO:0000115	12th day after eclosion.
