Level	Rule Name	Subject	Property	Value
WARN	missing_definition	BFO:0000019	IAO:0000115		
WARN	missing_definition	CARO:0000000	IAO:0000115		
WARN	missing_definition	CARO:0030000	IAO:0000115		
WARN	missing_definition	FBdv:00004886	IAO:0000115		
WARN	missing_definition	FBdv:00005287	IAO:0000115		
WARN	missing_definition	FBdv:00005288	IAO:0000115		
WARN	missing_definition	FBdv:00007000	IAO:0000115		
WARN	missing_definition	FBdv:00007009	IAO:0000115		
WARN	missing_definition	FBdv:00007024	IAO:0000115		
WARN	missing_definition	FBdv:00018001	IAO:0000115		
WARN	missing_definition	IAO:0000111	IAO:0000115		
WARN	missing_definition	IAO:0000112	IAO:0000115		
WARN	missing_definition	IAO:0000114	IAO:0000115		
WARN	missing_definition	IAO:0000115	IAO:0000115		
WARN	missing_definition	IAO:0000116	IAO:0000115		
WARN	missing_definition	IAO:0000117	IAO:0000115		
WARN	missing_definition	IAO:0000118	IAO:0000115		
WARN	missing_definition	IAO:0000119	IAO:0000115		
WARN	missing_definition	IAO:0000232	IAO:0000115		
WARN	missing_definition	IAO:0000412	IAO:0000115		
WARN	missing_definition	IAO:0000424	IAO:0000115		
WARN	missing_definition	IAO:0000589	IAO:0000115		
WARN	missing_definition	IAO:0000600	IAO:0000115		
WARN	missing_definition	IAO:0100001	IAO:0000115		
WARN	missing_definition	RO:0002017	IAO:0000115		
WARN	missing_definition	RO:0002022	IAO:0000115		
WARN	missing_definition	RO:0002084	IAO:0000115		
WARN	missing_definition	RO:0002085	IAO:0000115		
WARN	missing_definition	RO:0002086	IAO:0000115		
WARN	missing_definition	RO:0002087	IAO:0000115		
WARN	missing_definition	RO:0002088	IAO:0000115		
WARN	missing_definition	RO:0002090	IAO:0000115		
WARN	missing_definition	RO:0002091	IAO:0000115		
WARN	missing_definition	RO:0002092	IAO:0000115		
WARN	missing_definition	RO:0002093	IAO:0000115		
WARN	missing_definition	RO:0002222	IAO:0000115		
WARN	missing_definition	RO:0002304	IAO:0000115		
WARN	missing_definition	RO:0002305	IAO:0000115		
WARN	missing_definition	RO:0002327	IAO:0000115		
WARN	missing_definition	RO:0002405	IAO:0000115		
WARN	missing_definition	RO:0002423	IAO:0000115		
WARN	missing_definition	RO:0002447	IAO:0000115		
WARN	missing_definition	RO:0002464	IAO:0000115		
WARN	missing_definition	RO:0002481	IAO:0000115		
WARN	missing_definition	RO:0002506	IAO:0000115		
WARN	missing_definition	RO:0002559	IAO:0000115		
WARN	missing_definition	RO:0002563	IAO:0000115		
WARN	missing_definition	RO:0002564	IAO:0000115		
WARN	missing_definition	RO:0004032	IAO:0000115		
WARN	missing_definition	RO:0004033	IAO:0000115		
WARN	missing_definition	RO:0004046	IAO:0000115		
WARN	missing_definition	RO:0004047	IAO:0000115		
WARN	missing_definition	RO:0004049	IAO:0000115		
WARN	missing_definition	RO:0004050	IAO:0000115		
WARN	missing_definition	http://purl.obolibrary.org/obo/fbdv#systematic_synonym	IAO:0000115		
WARN	missing_definition	oboInOwl:NamespaceIdRule	IAO:0000115		
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115		
WARN	missing_definition	oboInOwl:SynonymTypeProperty	IAO:0000115		
WARN	missing_definition	oboInOwl:hasAlternativeId	IAO:0000115		
WARN	missing_definition	oboInOwl:hasBroadSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasDbXref	IAO:0000115		
WARN	missing_definition	oboInOwl:hasExactSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasNarrowSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBOFormatVersion	IAO:0000115		
WARN	missing_definition	oboInOwl:hasOBONamespace	IAO:0000115		
WARN	missing_definition	oboInOwl:hasRelatedSynonym	IAO:0000115		
WARN	missing_definition	oboInOwl:hasScope	IAO:0000115		
WARN	missing_definition	oboInOwl:inSubset	IAO:0000115		
WARN	missing_definition	oboInOwl:shorthand	IAO:0000115		
WARN	annotation_whitespace	RO:0002093	rdfs:comment	X ends_during Y iff: ((start(Y) before_or_simultaneous_with end(X)) AND end(X) before_or_simultaneous_with end(Y). @en	
WARN	annotation_whitespace	RO:0002215	IAO:0000115	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 	
WARN	annotation_whitespace	RO:0002514	IAO:0000115	A relation that holds between two entities that have the property of being sequences or having sequences. 	
WARN	missing_ontology_description	fbdv.owl	dc11:description		
WARN	duplicate_label	FBdv:00007009	rdfs:label	developmental process	
WARN	duplicate_label	GO:0032502	rdfs:label	developmental process	
WARN	missing_ontology_license	fbdv.owl	dc:license		
WARN	missing_ontology_title	fbdv.owl	dc11:title		
WARN	multiple_labels	BFO:0000050	rdfs:label	part of	
WARN	multiple_labels	BFO:0000050	rdfs:label	part of@en	
WARN	multiple_labels	BFO:0000051	rdfs:label	has part	
WARN	multiple_labels	BFO:0000051	rdfs:label	has part@en	
WARN	multiple_labels	BFO:0000051	rdfs:label	has_part	
WARN	multiple_labels	BFO:0000062	rdfs:label	preceded by@en	
WARN	multiple_labels	BFO:0000062	rdfs:label	preceded_by	
WARN	multiple_labels	BFO:0000066	rdfs:label	occurs in	
WARN	multiple_labels	BFO:0000066	rdfs:label	occurs in@en	
WARN	multiple_labels	IAO:0000115	rdfs:label	definition	
WARN	multiple_labels	IAO:0000115	rdfs:label	definition@en	
WARN	multiple_labels	RO:0002012	rdfs:label	occurent part of	
WARN	multiple_labels	RO:0002012	rdfs:label	occurent_part_of	
WARN	multiple_labels	RO:0002087	rdfs:label	immediately preceded by@en	
WARN	multiple_labels	RO:0002087	rdfs:label	immediately_preceded_by	
WARN	multiple_labels	RO:0002090	rdfs:label	ends_at_start_of	
WARN	multiple_labels	RO:0002090	rdfs:label	immediately precedes@en	
WARN	multiple_labels	RO:0002091	rdfs:label	starts during@en	
WARN	multiple_labels	RO:0002091	rdfs:label	starts_during	
WARN	multiple_labels	RO:0002092	rdfs:label	happens during	
WARN	multiple_labels	RO:0002092	rdfs:label	happens during@en	
WARN	multiple_labels	RO:0002093	rdfs:label	ends during@en	
WARN	multiple_labels	RO:0002093	rdfs:label	ends_during	
WARN	multiple_labels	RO:0002131	rdfs:label	overlaps	
WARN	multiple_labels	RO:0002131	rdfs:label	overlaps@en	
WARN	multiple_labels	RO:0002211	rdfs:label	regulates	
WARN	multiple_labels	RO:0002211	rdfs:label	regulates@en	
WARN	multiple_labels	RO:0002212	rdfs:label	negatively regulates	
WARN	multiple_labels	RO:0002212	rdfs:label	negatively regulates@en	
WARN	multiple_labels	RO:0002213	rdfs:label	positively regulates	
WARN	multiple_labels	RO:0002213	rdfs:label	positively regulates@en	
WARN	missing_obsolete_label	FBdv:00005305	rdfs:label	syncytial blastoderm stage	
WARN	missing_obsolete_label	FBdv:00005310	rdfs:label	cellular blastoderm stage	
WARN	missing_obsolete_label	FBdv:00005320	rdfs:label	germ band stage	
WARN	missing_obsolete_label	FBdv:00005326	rdfs:label	contracted germ band stage	
WARN	missing_obsolete_label	FBdv:00005329	rdfs:label	head involution stage	
WARN	missing_obsolete_label	FBdv:00005412	rdfs:label	gamete	
WARN	missing_obsolete_label	FBdv:00007008	rdfs:label	occurrent	
INFO	lowercase_definition	BFO:0000050	IAO:0000115	a core relation that holds between a part and its whole@en	
INFO	lowercase_definition	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en	
INFO	lowercase_definition	BFO:0000062	IAO:0000115	x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
INFO	lowercase_definition	BFO:0000063	IAO:0000115	x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
INFO	lowercase_definition	BFO:0000066	IAO:0000115	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en	
